subj,chan,task,X,Y,Z,dof,responseTr,Loc_Tval,Loc_Pval,RT,varRT,JPAnatomy,Tval,Pval
S15,RFG4,EP,32.0206451416016,38.920352935791,-12.9540205001831,25,7,0.136880569150844,0.438112377524495,3.32126130451999,1.03754474518316,OFC,0.155267222391317,0.424565086982603
S15,RFG4,MTH,32.0206451416016,38.920352935791,-12.9540205001831,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,0.610649287061388,0.218356328734253
S15,RFG4,OTH,32.0206451416016,38.920352935791,-12.9540205001831,25,16,0.26367946819852,0.394521095780844,3.74001918908003,2.42959191899469,OFC,0.588407207172487,0.133173365326935
S15,RFG4,SE,32.0206451416016,38.920352935791,-12.9540205001831,25,9,-0.12107285131276,0.441911617676465,3.16715108716,1.30288244145397,OFC,-0.908251407912013,0.266013463973872
S15,RFG4,SJ,32.0206451416016,38.920352935791,-12.9540205001831,25,15,1.32619362698185,0.0945810837832434,3.49929850055998,5.20203529528858,OFC,-0.314220072018276,0.163900553222689
S15,RFG5,EP,44.9059638977051,37.829704284668,-16.0300254821777,25,7,3.4663588200088,0.0001999600079984,3.32126130451999,1.03754474518316,OFC,12.5088199040165,0.171865626874625
S15,RFG5,MTH,44.9059638977051,37.829704284668,-16.0300254821777,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-1.14522026006516,0.180830500566553
S15,RFG5,OTH,44.9059638977051,37.829704284668,-16.0300254821777,25,16,0.76043070413894,0.226754649070186,3.74001918908003,2.42959191899469,OFC,0.505756448063064,0.209608078384323
S15,RFG5,SE,44.9059638977051,37.829704284668,-16.0300254821777,25,9,1.60495465766659,0.0627874425114977,3.16715108716,1.30288244145397,OFC,0.171066841355079,0.299473438645604
S15,RFG5,SJ,44.9059638977051,37.829704284668,-16.0300254821777,25,15,3.09463431195511,0.001999600079984,3.49929850055998,5.20203529528858,OFC,-0.608868533613137,0.301539692061588
S15,RFG6,EP,49.3309440612793,34.0219993591309,-14.9468822479248,25,7,0.801901971928303,0.217156568686263,3.32126130451999,1.03754474518316,OFC,-0.118371661512426,0.273045390921816
S15,RFG6,MTH,49.3309440612793,34.0219993591309,-14.9468822479248,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.525927443451245,0.100646537359195
S15,RFG6,OTH,49.3309440612793,34.0219993591309,-14.9468822479248,25,16,2.22089263658988,0.0173965206958608,3.74001918908003,2.42959191899469,OFC,1.50424050028783,0.0718856228754249
S15,RFG6,SE,49.3309440612793,34.0219993591309,-14.9468822479248,25,9,0.466117802918914,0.321935612877425,3.16715108716,1.30288244145397,OFC,0.295936039703787,0.232220222622142
S15,RFG6,SJ,49.3309440612793,34.0219993591309,-14.9468822479248,25,15,1.75056143681207,0.0433913217356529,3.49929850055998,5.20203529528858,OFC,-0.655364074156341,0.262014263813904
S15,RFG7,EP,4.52760696411133,43.0562438964844,-25.2576866149902,25,7,1.66238719598122,0.0569886022795441,3.32126130451999,1.03754474518316,OFC,-0.12845584551756,0.275194961007798
S15,RFG7,MTH,4.52760696411133,43.0562438964844,-25.2576866149902,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.510492057274678,0.155302272878758
S15,RFG7,OTH,4.52760696411133,43.0562438964844,-25.2576866149902,25,16,0.391606069787193,0.338932213557289,3.74001918908003,2.42959191899469,OFC,1.1691627827476,0.181613677264547
S15,RFG7,SE,4.52760696411133,43.0562438964844,-25.2576866149902,25,9,-0.754964785469584,0.218556288742252,3.16715108716,1.30288244145397,OFC,-0.617040772336951,0.283676598013731
S15,RFG7,SJ,4.52760696411133,43.0562438964844,-25.2576866149902,25,15,0.714007617827081,0.243551289742052,3.49929850055998,5.20203529528858,OFC,-0.398211105498968,0.334599746717323
S15,RFG8,EP,15.3669157028198,39.3865280151367,-26.6970157623291,25,7,-0.334113397230775,0.383523295340932,3.32126130451999,1.03754474518316,OFC,-0.265323065930463,0.267896420715857
S15,RFG8,MTH,15.3669157028198,39.3865280151367,-26.6970157623291,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,1.97218612950079,0.10871159101513
S15,RFG8,OTH,15.3669157028198,39.3865280151367,-26.6970157623291,25,16,0.641258184695009,0.260547890421916,3.74001918908003,2.42959191899469,OFC,0.976082588656939,0.0339932013597281
S15,RFG8,SE,15.3669157028198,39.3865280151367,-26.6970157623291,25,9,0.169435082928071,0.428114377124575,3.16715108716,1.30288244145397,OFC,1.04887846478088,0.1874958341665
